Image, mV, nW, bps, GSR, valence, arousal
Objects_014_h,0.0,0.018402796948863643,0.0,0.7659190506818182,5.12,5.73
Faces_008_h,0.0,-0.051103581540540545,0.0,0.7649877918181819,5.21,6.0
People_028_h,0.0,0.04608293923295454,0.0,0.7642020347727272,5.48,6.54
Landscapes_120_v,0.0,0.06387933138496452,0.0,0.7686837222727273,8.31,2.4
People_211_v,0.0,-0.002257591676036969,0.0,0.7112494367117841,1.88,7.63
Landscapes_054_h,0.0,0.8391271129454417,0.0,100910.1102189362,7.6,2.94
Landscapes_049_h,0.0,-0.586227916478014,0.0,104233.87764923273,7.24,2.88
People_038_h,0.0,-0.41074221423721613,0.0,100812.7769077776,1.73,8.5
Faces_159_h,0.0,1.5427499099216522,0.0,102081.03791458304,1.93,7.37
Animals_056_h,0.0,-0.4431269940056819,0.0,102384.66286164633,1.86,7.5
People_208_h,0.0,-0.7905560303806816,0.0,100597.97840224618,1.85,7.67
People_130_h,0.0,0.627854556818182,0.0,101890.44961148003,7.17,5.74
Landscapes_097_v,0.0,-0.09136952431818185,0.0,102355.19719856919,7.6,2.71
Objects_160_h,0.0,-0.23862345556534104,0.0,101765.5657505499,5.41,5.73
Animals_035_h,0.0,-0.721830337735796,0.0,103369.3980336822,5.08,6.13
Landscapes_067_h,0.0,1.9324289261052627,0.0,100790.39882578797,4.98,4.76
Landscapes_104_h,0.0,-0.7558226741280226,0.0,101788.76170195376,7.2,2.8
Landscapes_050_h,0.0,-0.15142553346382984,0.0,95993.4571662398,6.87,2.98
Animals_090_h,0.0,-0.13581676454403438,0.0,99282.45488711518,7.44,2.94
Faces_234_h,0.0,0.13578768925320048,0.0,93692.21036971647,7.37,5.76
Landscapes_103_v,0.0,-0.08812275588636354,0.0,94366.34093247027,7.83,2.43
Faces_134_h,0.0,0.03211766426846592,0.0,94241.70213535795,7.43,5.68
Animals_020_h,0.0,0.19305019494788897,0.0,87202.89186165982,5.34,6.43
Landscapes_061_h,0.0,-0.3777662334586896,0.0,85739.68799402987,4.98,4.59
Faces_202_v,0.0,-0.7223933874161931,0.0,83936.87197711981,4.56,4.85
People_198_h,0.0,-0.07857534062499996,0.0,83325.23656925472,1.58,7.56
People_211_v,0.0,0.2433532668677097,0.0,81708.88526783652,1.88,7.63
Objects_001_h,0.0,0.5765460073809928,0.0,82088.28660694094,2.72,7.15
Objects_146_h,0.0,-0.17070234298011366,0.0,82741.39563561654,4.48,4.88
People_028_h,0.0,-0.24592849799005662,0.0,84191.69588958485,5.48,6.54
Faces_008_h,0.0,0.1114021994247159,0.0,83141.29221245556,5.21,6.0
Objects_046_h,0.0,-0.47400970287254635,0.0,82913.6112762701,5.14,5.71
Landscapes_120_v,0.0,0.6210969959132286,0.0,82287.7408207801,8.31,2.4
Objects_186_v,0.0,0.5449198775574472,0.0,82128.942591841,4.55,4.83
People_110_h,0.0,-0.7182786797321021,0.0,82578.28663986757,8.11,2.68
Objects_132_h,0.0,0.3190271774523471,0.0,81504.37800200125,2.88,6.76
Objects_014_h,0.0,-0.7695995942765956,0.0,79122.65341902745,5.12,5.73
People_201_v,0.0,0.5551539711806543,0.0,76690.08959671475,1.87,7.51
Faces_149_v,0.0,-0.2946391039260312,0.0,79535.14909841481,2.3,7.61
Landscapes_123_h,0.0,0.39394600426704574,0.0,75909.33419808635,8.15,2.11
People_127_h,0.0,-0.02518930226569906,0.0,69916.26090959253,2.15,7.62
Landscapes_054_h,0.0,-0.10446975293224427,0.0,123196.31054898008,7.6,2.94
Objects_160_h,0.0,0.18056619820056902,0.0,120030.87637601193,5.41,5.73
People_208_h,0.0,-0.22045808878835232,0.0,120684.9701589499,1.85,7.67
Landscapes_067_h,0.0,0.0935297098238638,0.0,123088.59707173647,4.98,4.76
Animals_090_h,0.0,0.27159316344680845,0.0,125145.92856227576,7.44,2.94
People_130_h,0.0,-0.3111992059815078,0.0,121186.9051339645,7.17,5.74
Landscapes_097_v,0.0,0.2135931468136556,0.0,125130.20777397526,7.6,2.71
Landscapes_049_h,0.0,0.13335312248226935,0.0,125412.40044644708,7.24,2.88
Landscapes_103_v,0.0,-0.6246153483181819,0.0,122113.69088720235,7.83,2.43
Animals_035_h,0.0,0.046950967237215965,0.0,120775.5888672296,5.08,6.13
Animals_020_h,0.0,-0.04395767091761371,0.0,121906.12898068319,5.34,6.43
Faces_159_h,0.0,0.6962690401154833,0.0,124533.52368573222,1.93,7.37
People_038_h,0.0,-0.6689828657965861,0.0,125581.30554765821,1.73,8.5
Faces_134_h,0.0,-0.12400498310451002,0.0,124488.90462660097,7.43,5.68
Landscapes_104_h,0.0,0.8449866091251778,0.0,123424.1721521728,7.2,2.8
Landscapes_050_h,0.0,-0.41705741536514923,0.0,122068.71421895674,6.87,2.98
Animals_056_h,0.0,0.004516868758522883,0.0,122023.89060144828,1.86,7.5
Faces_234_h,0.0,0.04085905077206988,0.0,123032.52246558481,7.37,5.76
People_028_h,0.0,-0.09193416200569014,0.0,119463.40606919357,5.48,6.54
People_211_v,0.0,-0.2545968781607398,0.0,124157.03339432266,1.88,7.63
Objects_014_h,0.0,0.4095105390803976,0.0,125267.06841413639,5.12,5.73
People_198_h,0.0,-0.3547683176946024,0.0,126487.91135658971,1.58,7.56
Landscapes_061_h,0.0,0.21532922019914635,0.0,128517.24332267391,4.98,4.59
People_201_v,0.0,0.08625432519886375,0.0,129207.38287946366,1.87,7.51
Objects_001_h,0.0,-0.31018368074247166,0.0,129465.30948212184,2.72,7.15
Landscapes_123_h,0.0,0.07433706547083889,0.0,121926.34683370634,8.15,2.11
People_110_h,0.0,0.07000850611221604,0.0,122638.39862850514,8.11,2.68
Landscapes_120_v,0.0,0.02855937295880667,0.0,123544.44164862929,8.31,2.4
Faces_008_h,0.0,0.10038303516193176,0.0,116321.09935740048,5.21,6.0
Objects_186_v,0.0,-0.033106329971550476,0.0,118828.50661822909,4.55,4.83
Faces_202_v,0.0,-0.31150450960283693,0.0,120199.56645584811,4.56,4.85
Objects_132_h,0.0,0.6349846177553342,0.0,117749.70428824639,2.88,6.76
Objects_146_h,0.0,-0.933513737143466,0.0,110522.10168995957,4.48,4.88
Faces_149_v,0.0,0.8324698314644888,0.0,108832.12680025432,2.3,7.61
People_127_h,0.0,-0.31149313124999994,0.0,110839.89723760799,2.15,7.62
Objects_046_h,0.0,-0.0066162858354430224,0.0,83525.22816890357,5.14,5.71
Landscapes_054_h,0.0,0.02086154592482273,0.0,150725.19908201016,7.6,2.94
People_038_h,0.0,-0.0590847763385491,0.0,153603.21635539556,1.73,8.5
Landscapes_067_h,0.0,0.24328773921590907,0.0,162111.2208570361,4.98,4.76
People_130_h,0.0,0.12442424329160723,0.0,169387.5759007468,7.17,5.74
Landscapes_104_h,0.0,-0.20027294173153412,0.0,177088.26658954262,7.2,2.8
Animals_020_h,0.0,0.15576999317187495,0.0,184672.8774992269,5.34,6.43
Animals_035_h,0.0,0.036945491863442335,0.0,194824.0885148567,5.08,6.13
Animals_056_h,0.0,-0.05338060659374994,0.0,204938.27821684038,1.86,7.5
Objects_160_h,0.0,-0.16221946074715915,0.0,216859.30933859476,5.41,5.73
Faces_234_h,0.0,0.09205463615767044,0.0,232445.87058508626,7.37,5.76
Landscapes_050_h,0.0,0.05647801096159321,0.0,249556.17545348147,6.87,2.98
People_208_h,0.0,-0.051096985303977244,0.0,268693.4551461791,1.85,7.67
Faces_159_h,0.0,0.11464440629204561,0.0,288642.4021914828,1.93,7.37
Landscapes_097_v,0.0,-0.03449139925604541,0.0,203807.37815662994,7.6,2.71
Landscapes_049_h,0.0,-0.42963982612500007,0.0,203155.726698539,7.24,2.88
Landscapes_103_v,0.0,0.20593605630255674,0.0,211423.2836480908,7.83,2.43
Animals_090_h,0.0,0.08111704644807978,0.0,216990.4451274991,7.44,2.94
Faces_134_h,0.0,-0.07075837565893534,0.0,132115.74008023308,7.43,5.68
Faces_202_v,0.0,0.5432138138603988,0.0,120078.50957712728,4.56,4.85
Landscapes_120_v,0.0,-0.19149930133380685,0.0,125884.76889044457,8.31,2.4
Objects_186_v,0.0,-0.37117298159801143,0.0,118679.3139568191,4.55,4.83
Landscapes_061_h,0.0,-0.1287956208748223,0.0,112729.33867596813,4.98,4.59
Landscapes_123_h,0.0,0.4362486516760563,0.0,119467.41713190226,8.15,2.11
People_211_v,0.0,-0.4556253518794835,0.0,129704.56662951042,1.88,7.63
Objects_001_h,0.0,0.7153311848116148,0.0,136891.01067360127,2.72,7.15
Objects_132_h,0.0,0.012580344179231824,0.0,143679.6691276036,2.88,6.76
Objects_014_h,0.0,-0.029773391531250016,0.0,153185.40745395358,5.12,5.73
People_110_h,0.0,-0.05462760633285936,0.0,162569.93147598594,8.11,2.68
People_028_h,0.0,-0.3587996923298295,0.0,175160.79748339998,5.48,6.54
People_127_h,0.0,-0.01606346881107951,0.0,188519.28345826667,2.15,7.62
People_198_h,0.0,0.46297085092907797,0.0,201288.65901641897,1.58,7.56
Objects_146_h,0.0,-0.45267700562162155,0.0,197989.1865991673,4.48,4.88
Objects_046_h,0.0,-0.06242518716619327,0.0,212195.35193915459,5.14,5.71
People_201_v,0.0,-0.01655640283569402,0.0,223589.12292822986,1.87,7.51
Faces_149_v,0.0,0.00804398564011385,0.0,236148.27937857865,2.3,7.61
Faces_008_h,0.0,0.006129891051696906,0.0,101691.83766992926,5.21,6.0
Animals_056_h,0.0,-0.20282534631669052,0.0,107527.5736716641,1.86,7.5
Animals_020_h,0.0,0.0519619838335705,0.0,109803.074037115,5.34,6.43
Animals_035_h,0.0,0.035431012627840944,0.0,110117.20624649648,5.08,6.13
Animals_090_h,0.0,-0.22980622291465141,0.0,112684.78038974706,7.44,2.94
Landscapes_103_v,0.0,0.3089416317847025,0.0,113513.7166378684,7.83,2.43
Faces_234_h,0.0,0.2113502649530583,0.0,113157.68529992302,7.37,5.76
Landscapes_049_h,0.0,-0.109647913627841,0.0,112250.84999743727,7.24,2.88
Faces_134_h,0.0,0.28654379580965883,0.0,112364.46510591029,7.43,5.68
People_130_h,0.0,-0.6774997053792613,0.0,108893.88705292564,7.17,5.74
Objects_160_h,0.0,0.3842785338549076,0.0,110938.58677473837,5.41,5.73
Landscapes_104_h,0.0,0.0819574593843182,0.0,113824.84494451356,7.2,2.8
People_038_h,0.0,-0.500524502272727,0.0,112167.35735856455,1.73,8.5
Faces_159_h,0.0,0.25052283169503564,0.0,111752.04412594496,1.93,7.37
People_208_h,0.0,-0.2046894147008548,0.0,104085.70959297435,1.85,7.67
Landscapes_050_h,0.0,-0.5750645385291606,0.0,104049.6028365476,6.87,2.98
Landscapes_054_h,0.0,0.9114095650426137,0.0,107527.09199586292,7.6,2.94
Landscapes_097_v,0.0,-0.5864249551278408,0.0,108479.85355048283,7.6,2.71
Landscapes_067_h,0.0,0.1435276754602359,0.0,110259.30459278678,4.98,4.76
Landscapes_123_h,0.0,-0.707612199358464,0.0,105170.45381339612,8.15,2.11
People_127_h,0.0,0.003683088333333436,0.0,107371.24191532716,2.15,7.62
People_028_h,0.0,0.32163381096130855,0.0,106763.8139435197,5.48,6.54
Objects_001_h,0.0,0.39508935291607383,0.0,113001.84011213851,2.72,7.15
People_110_h,0.0,-0.4974825850709219,0.0,112267.17912944876,8.11,2.68
Landscapes_120_v,0.0,0.769812991273115,0.0,109212.54561767353,8.31,2.4
People_211_v,0.0,-0.35291541664864845,0.0,110963.76204959414,1.88,7.63
Faces_149_v,0.0,0.043856745284091024,0.0,104235.0016487556,2.3,7.61
People_201_v,0.0,-0.5766633388920455,0.0,108650.52737520855,1.87,7.51
Objects_146_h,0.0,0.2616409942674254,0.0,108553.32753104271,4.48,4.88
Faces_202_v,0.0,-0.003341314401418341,0.0,110183.0244218633,4.56,4.85
Objects_014_h,0.0,0.5400189060170696,0.0,108739.79705167084,5.12,5.73
Faces_008_h,0.0,-0.15309576309246095,0.0,106142.29683108044,5.21,6.0
People_198_h,0.0,-0.09960909029829544,0.0,106276.98812150092,1.58,7.56
Landscapes_061_h,0.0,0.20237890339488632,0.0,103417.2654070624,4.98,4.59
Objects_132_h,0.0,0.294021934679943,0.0,106509.39915180061,2.88,6.76
Objects_186_v,0.0,-1.0039686868595745,0.0,105624.01355657897,4.55,4.83
Objects_046_h,0.0,0.0031782248443510707,0.0,95025.77002029316,5.14,5.71
Faces_159_h,0.0,3.185164012389758,0.0,2.037626677272728,1.93,7.37
Landscapes_104_h,0.0,-1.8997798444715903,0.0,2.022958454545454,7.2,2.8
People_038_h,0.0,-0.9381956763461649,0.0,2.1178945386363632,1.73,8.5
People_208_h,0.0,0.1491361756658608,0.0,2.2216780886363634,1.85,7.67
Faces_134_h,0.0,-0.16813218078359873,0.0,2.2325628227272727,7.43,5.68
Landscapes_049_h,0.0,-0.09664099924893309,0.0,2.2266548181818178,7.24,2.88
Faces_234_h,0.0,-0.09529335746799396,0.0,2.302295156818182,7.37,5.76
People_130_h,0.0,0.5400634856941678,0.0,2.2908574431818183,7.17,5.74
Animals_090_h,0.0,-1.7553244257499998,0.0,2.3560881363636366,7.44,2.94
Landscapes_050_h,0.0,0.8690778163357045,0.0,2.3485062454545456,6.87,2.98
Animals_020_h,0.0,0.6759809812102272,0.0,2.407441104545454,5.34,6.43
Landscapes_054_h,0.0,1.0873531154687492,0.0,2.364435325,7.6,2.94
Objects_160_h,0.0,-1.086313169112216,0.0,2.389978952272727,5.41,5.73
Landscapes_067_h,0.0,-0.45542309032670475,0.0,2.3841873340909094,4.98,4.76
Animals_035_h,0.0,-0.005725419257468049,0.0,2.418762418181818,5.08,6.13
Animals_056_h,0.0,1.3515971316960227,0.0,2.520945272727273,1.86,7.5
Landscapes_103_v,0.0,-1.1367664513940257,0.0,2.4909103431818185,7.83,2.43
Landscapes_097_v,0.0,0.15160586154524697,0.0,2.6963960152439026,7.6,2.71
People_028_h,0.0,-0.07660064325795495,0.0,2.9787207681818177,5.48,6.54
Faces_202_v,0.0,0.1200603290056817,0.0,3.063761597727273,4.56,4.85
People_198_h,0.0,1.3895967340398299,0.0,3.085763915909091,1.58,7.56
Objects_001_h,0.0,-1.5255493600142047,0.0,3.1399257863636367,2.72,7.15
Landscapes_123_h,0.0,1.129320710308239,0.0,3.151712770454546,8.15,2.11
Landscapes_120_v,0.0,-0.9889346461008525,0.0,3.273948056818182,8.31,2.4
Objects_186_v,0.0,-1.2069512815951704,0.0,3.294175059090909,4.55,4.83
People_201_v,0.0,1.7129237935795452,0.0,3.441968354545455,1.87,7.51
Faces_149_v,0.0,-1.6546835426136368,0.0,3.5568303136363637,2.3,7.61
People_211_v,0.0,0.6012057051066759,0.0,3.597750045454546,1.88,7.63
People_110_h,0.0,-0.667300512713068,0.0,3.674700063636364,8.11,2.68
Objects_014_h,0.0,0.3253836358975821,0.0,3.715969004545454,5.12,5.73
Landscapes_061_h,0.0,-1.2217298374133525,0.0,3.7283671454545466,4.98,4.59
People_127_h,0.0,3.1142343588196026,0.0,3.700893318181818,2.15,7.62
Objects_132_h,0.0,-0.593036025377841,0.0,3.6653868659090914,2.88,6.76
Objects_146_h,0.0,-1.3662541929957326,0.0,3.644839740909091,4.48,4.88
Faces_008_h,0.0,0.5238318581934566,0.0,3.622924681818182,5.21,6.0
Objects_046_h,0.0,0.0014040087386306627,0.0,3.684242539566657,5.14,5.71
Landscapes_054_h,0.0,1.1612597493352275,0.0,221097.4283523685,7.6,2.94
People_130_h,0.0,-1.6637373243409093,0.0,226681.24619071258,7.17,5.74
Landscapes_067_h,0.0,1.5692862156301568,0.0,241660.21685324193,4.98,4.76
Faces_234_h,0.0,-0.6080818178551134,0.0,253143.47492059687,7.37,5.76
People_038_h,0.0,0.05083486896159346,0.0,255930.4755613523,1.73,8.5
Faces_159_h,0.0,0.5147986004005684,0.0,247940.57213457258,1.93,7.37
Animals_090_h,0.0,0.509693004588068,0.0,242524.25119327157,7.44,2.94
Faces_134_h,0.0,-0.9410739630113635,0.0,252650.64082946238,7.43,5.68
Landscapes_049_h,0.0,0.15790377053409096,0.0,265416.8750293805,7.24,2.88
Animals_056_h,0.0,-0.5189614670269502,0.0,273953.74092771334,1.86,7.5
Landscapes_103_v,0.0,1.2799595755113635,0.0,285265.95733799884,7.83,2.43
Objects_160_h,0.0,-0.45420074202836885,0.0,297838.62658220716,5.41,5.73
Landscapes_104_h,0.0,-0.38045598213068177,0.0,292325.4092780122,7.2,2.8
Landscapes_050_h,0.0,0.5341617264438122,0.0,292877.03142805933,6.87,2.98
Animals_020_h,0.0,-0.48228927265624966,0.0,291371.1425526731,5.34,6.43
People_208_h,0.0,0.49149525009943174,0.0,289300.11248236324,1.85,7.67
Landscapes_097_v,0.0,-0.32410108906250046,0.0,301904.67002277495,7.6,2.71
Animals_035_h,0.0,-0.16296809869866644,0.0,295596.2600382709,5.08,6.13
People_127_h,0.0,-0.43813141914793735,0.0,259432.18410381224,2.15,7.62
Landscapes_061_h,0.0,0.36753216539007083,0.0,265665.88749489636,4.98,4.59
Objects_186_v,0.0,0.012406864765291325,0.0,261828.3851313804,4.55,4.83
Landscapes_123_h,0.0,0.6279386220170454,0.0,253512.44011630787,8.15,2.11
Objects_046_h,0.0,-0.4791102367102274,0.0,225944.54629023044,5.14,5.71
People_110_h,0.0,0.021851024609375047,0.0,212291.28702324236,8.11,2.68
Objects_146_h,0.0,-0.040603042019914326,0.0,214420.52058778142,4.48,4.88
Objects_001_h,0.0,0.31187223691193183,0.0,198976.0641440855,2.72,7.15
Landscapes_120_v,0.0,-0.8314730836363637,0.0,193410.96106328876,8.31,2.4
Faces_149_v,0.0,0.5330780215312497,0.0,202345.88946609743,2.3,7.61
People_201_v,0.0,0.07452042497866283,0.0,203143.07461128186,1.87,7.51
People_028_h,0.0,-0.7546501342968747,0.0,200785.45499329816,5.48,6.54
Objects_132_h,0.0,0.9843238424573862,0.0,216464.26486793888,2.88,6.76
Faces_202_v,0.0,-3.9542393908936173,0.0,222489.50619030104,4.56,4.85
People_198_h,0.0,4.625858538918919,0.0,222344.7882856921,1.58,7.56
Objects_014_h,0.0,-0.881499696392046,0.0,185396.7001454023,5.12,5.73
Faces_008_h,0.0,-0.18488875202272678,0.0,186718.6691884487,5.21,6.0
People_211_v,0.0,0.009401218672227572,0.0,150234.56820471567,1.88,7.63
Faces_159_h,509.5366363636364,0.0,0.0,628.2064545454546,1.93,7.37
People_038_h,509.01428961499954,0.0,0.0,596.8246109037954,1.73,8.5
Landscapes_103_v,509.50009097525475,0.0,0.0,599.8809133915574,7.83,2.43
Animals_090_h,509.09753220831067,0.0,0.0,546.794592632916,7.44,2.94
Landscapes_067_h,509.5118668727835,0.0,0.0,532.1047558425025,4.98,4.76
Faces_234_h,509.4356570804514,0.0,0.0,530.3235347651984,7.37,5.76
Faces_134_h,509.55419278640863,0.0,0.0,521.7911329154175,7.43,5.68
Landscapes_054_h,509.1699328615496,0.0,0.0,500.6867174741426,7.6,2.94
People_208_h,509.21429872495446,0.0,0.0,485.53488160291437,1.85,7.67
Objects_160_h,509.4312511382262,0.0,0.0,518.2985794937169,5.41,5.73
Landscapes_104_h,509.4715247452693,0.0,0.0,509.4356804949054,7.2,2.8
Animals_020_h,509.9514166363967,0.0,0.0,472.8475299673084,5.34,6.43
Animals_035_h,508.71592044319317,0.0,0.0,494.01262373989647,5.08,6.13
Landscapes_097_v,509.1665909297464,0.0,0.0,476.5363991638644,7.6,2.71
Animals_056_h,509.4799235181644,0.0,0.0,480.09979058545025,1.86,7.5
People_130_h,509.5307901907357,0.0,0.0,587.4959128065395,7.17,5.74
Landscapes_049_h,509.9275520407236,0.0,0.0,586.8405599490956,7.24,2.88
Landscapes_050_h,509.2780610377888,0.0,0.0,574.9725305554878,6.87,2.98
People_198_h,509.23203565581224,0.0,0.0,547.6570856830999,1.58,7.56
Objects_132_h,509.65821980018166,0.0,0.0,522.4677565849228,2.88,6.76
Faces_202_v,509.1697564521992,0.0,0.0,509.83015267175574,4.56,4.85
Objects_146_h,509.67386765907236,0.0,0.0,512.9752201143687,4.48,4.88
People_028_h,509.19020304106346,0.0,0.0,480.8367477009924,5.48,6.54
Landscapes_061_h,509.3247863247863,0.0,0.0,451.0185488270595,4.98,4.59
Faces_008_h,509.5648577402054,0.0,0.0,424.9476411235342,5.21,6.0
Objects_046_h,509.15594913714807,0.0,0.0,429.7301544050863,5.14,5.71
People_211_v,509.26993363033006,0.0,0.0,423.8124374943177,1.88,7.63
Objects_001_h,509.7099818511797,0.0,0.0,455.24301270417425,2.72,7.15
Objects_014_h,509.3949120087535,0.0,0.0,463.0414881006656,5.12,5.73
Landscapes_123_h,509.236892321672,0.0,0.0,479.29004997728305,8.15,2.11
People_201_v,510.569596069869,0.0,0.0,514.7507278020379,1.87,7.51
Faces_149_v,508.49285389167045,0.0,0.0,521.3733272644515,2.3,7.61
Objects_186_v,509.0805691499003,0.0,0.0,516.4078303425775,4.55,4.83
Landscapes_120_v,509.575961451041,0.0,0.0,463.33648513501225,8.31,2.4
People_110_h,509.28345310652236,0.0,0.0,431.05594469207676,8.11,2.68
People_127_h,509.33659088819974,0.0,0.0,706.2554697087713,2.15,7.62
Landscapes_097_v,509.3764759309718,0.0,0.0,564.0266121707539,7.6,2.71
Landscapes_054_h,509.26128590971274,0.0,0.0,513.282900136799,7.6,2.94
Faces_134_h,509.22357317847747,0.0,0.0,482.6537519281372,7.43,5.68
Animals_020_h,509.4788374205268,0.0,0.0,481.66884650317894,5.34,6.43
People_038_h,509.37858769931665,0.0,0.0,499.18123006833713,1.73,8.5
People_130_h,509.4406872102536,0.0,0.0,450.10917189346424,7.17,5.74
Objects_160_h,509.6092811646952,0.0,0.0,477.2241128298453,5.41,5.73
Faces_159_h,509.20635208711434,0.0,0.0,461.0213248638838,1.93,7.37
Landscapes_050_h,509.40933066569664,0.0,0.0,448.3909603492179,6.87,2.98
Animals_056_h,509.5565557374068,0.0,0.0,429.34597199490815,1.86,7.5
Landscapes_104_h,509.2957439068752,0.0,0.0,418.1598763186613,7.2,2.8
Landscapes_049_h,509.47145973459374,0.0,0.0,410.8736593346664,7.24,2.88
Animals_035_h,509.3539147040102,0.0,0.0,480.02164226607255,5.08,6.13
Landscapes_067_h,509.3405572755418,0.0,0.0,485.9661263886359,4.98,4.76
People_208_h,509.59302008543125,0.0,0.0,448.98809415613925,1.85,7.67
Landscapes_103_v,509.3366309675077,0.0,0.0,434.6326011980396,7.83,2.43
Faces_234_h,509.34559157359485,0.0,0.0,427.2343593934441,7.37,5.76
Animals_090_h,509.45523043160205,0.0,0.0,464.1722994391612,7.44,2.94
People_201_v,509.41747130624884,0.0,0.0,504.94807797413006,1.87,7.51
People_211_v,509.4486550345329,0.0,0.0,486.585332606325,1.88,7.63
Landscapes_120_v,509.20791176738675,0.0,0.0,445.84039741135723,8.31,2.4
People_028_h,509.5086285195277,0.0,0.0,547.6402361489555,5.48,6.54
Faces_008_h,509.28480494680366,0.0,0.0,519.2625261434937,5.21,6.0
Landscapes_123_h,509.25703905540416,0.0,0.0,441.82352406902817,8.15,2.11
Faces_202_v,509.60700955848887,0.0,0.0,527.6570778334092,4.56,4.85
People_127_h,509.45901044030865,0.0,0.0,448.1316386745347,2.15,7.62
Objects_014_h,509.2734794072188,0.0,0.0,475.1080098190745,5.12,5.73
Faces_149_v,509.59940114327196,0.0,0.0,522.960983576808,2.3,7.61
Objects_186_v,509.1755024097481,0.0,0.0,470.30271892334275,4.55,4.83
People_110_h,509.49890869407056,0.0,0.0,450.52255365587484,8.11,2.68
Objects_132_h,509.5012291723573,0.0,0.0,413.1167258490394,2.88,6.76
People_198_h,509.24095073936314,0.0,0.0,515.250204118661,1.58,7.56
Objects_146_h,509.7372395596397,0.0,0.0,574.4113365480848,4.48,4.88
Objects_046_h,508.9559371309167,0.0,0.0,470.89606613972927,5.14,5.71
Landscapes_061_h,509.4619936276741,0.0,0.0,426.64105598543466,4.98,4.59
Objects_001_h,509.3699795510769,0.0,0.0,690.671196805619,2.72,7.15
Animals_056_h,508.66684861717613,0.0,0.0,1014.9044759825327,1.86,7.5
Faces_234_h,508.6910842497501,0.0,0.0,1019.9979096610016,7.37,5.76
Landscapes_104_h,508.15529924620836,0.0,0.0,1019.9971846335483,7.2,2.8
Landscapes_067_h,508.5025011368804,0.0,0.0,1019.9784447476126,4.98,4.76
Objects_160_h,508.55926802621997,0.0,0.0,1017.1758922068464,5.41,5.73
Animals_020_h,508.78715479651163,0.0,0.0,1016.7732558139535,5.34,6.43
People_130_h,508.0396174863388,0.0,0.0,981.6873406193079,7.17,5.74
Landscapes_097_v,508.65908470566825,0.0,0.0,909.2129924483669,7.6,2.71
People_208_h,508.38572078217373,0.0,0.0,962.3720782173715,1.85,7.67
Landscapes_050_h,508.5263731275533,0.0,0.0,1014.8520199727644,6.87,2.98
Animals_035_h,508.59186829179555,0.0,0.0,967.031380753138,5.08,6.13
Landscapes_049_h,508.13005911778083,0.0,0.0,967.9316962255571,7.24,2.88
Faces_159_h,508.52849882011253,0.0,0.0,935.2899800326738,1.93,7.37
Faces_134_h,508.2550500454959,0.0,0.0,961.2475887170154,7.43,5.68
Landscapes_103_v,508.68616586429283,0.0,0.0,1019.9999091652285,7.83,2.43
Landscapes_054_h,508.7473464574072,0.0,0.0,1020.0,7.6,2.94
Animals_090_h,508.3464301955434,0.0,0.0,1020.0,7.44,2.94
People_038_h,508.49395151456025,0.0,0.0,1019.9944636846983,1.73,8.5
People_211_v,508.52303079858274,0.0,0.0,1019.9999091487235,1.88,7.63
People_028_h,508.50054525627047,0.0,0.0,1020.0,5.48,6.54
Objects_186_v,509.13144682793245,0.0,0.0,1019.9999087174806,4.55,4.83
Objects_046_h,507.8505642519112,0.0,0.0,1019.9999089916272,5.14,5.71
Objects_001_h,508.3747047065237,0.0,0.0,1020.0,2.72,7.15
Faces_008_h,508.32181092360736,0.0,0.0,1020.0,5.21,6.0
People_127_h,508.550986991722,0.0,0.0,1020.0,2.15,7.62
Objects_014_h,508.67064287015114,0.0,0.0,1020.0,5.12,5.73
Faces_202_v,508.2558751474458,0.0,0.0,1013.9215134742764,4.56,4.85
People_110_h,508.3944520236471,0.0,0.0,934.9280582082765,8.11,2.68
Faces_149_v,508.863413304253,0.0,0.0,867.8350599781897,2.3,7.61
Landscapes_123_h,508.5866581841316,0.0,0.0,1014.5593928928474,8.15,2.11
People_198_h,507.9410909090909,0.0,0.0,1018.1482727272727,1.58,7.56
Landscapes_120_v,508.4647080225578,0.0,0.0,967.0576678188103,8.31,2.4
Objects_132_h,508.3977458643883,0.0,0.0,930.9579167424105,2.88,6.76
People_201_v,508.3791283777636,0.0,0.0,909.9311254662906,1.87,7.51
Objects_146_h,508.33058375634516,0.0,0.0,975.7765591007977,4.48,4.88
Landscapes_061_h,508.4043086566587,0.0,0.0,1017.5054982362027,4.98,4.59
People_208_h,509.45533114992725,0.0,0.0,396.8428857350801,1.85,7.67
Objects_160_h,509.2496819916409,0.0,0.0,384.8494457568599,5.41,5.73
Landscapes_104_h,509.43687465890486,0.0,0.0,378.6878297253047,7.2,2.8
Faces_134_h,509.7791215786124,0.0,0.0,369.17513867418387,7.43,5.68
Faces_234_h,509.0232769594472,0.0,0.0,361.0621931260229,7.37,5.76
Animals_035_h,509.44644644644643,0.0,0.0,349.3855673855674,5.08,6.13
Landscapes_050_h,509.7249705001362,0.0,0.0,339.063719705909,6.87,2.98
Landscapes_103_v,509.35154048895754,0.0,0.0,327.8738525856585,7.83,2.43
Landscapes_097_v,509.3248818611414,0.0,0.0,335.2928934932752,7.6,2.71
Animals_056_h,509.5828555828556,0.0,0.0,347.3175903175903,1.86,7.5
People_130_h,509.12766924125395,0.0,0.0,339.7401181281236,7.17,5.74
Landscapes_067_h,509.6026676345159,0.0,0.0,330.53724707376824,4.98,4.76
